id,title,album,views,videos,tt_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,duration_mins
6hbg57wH6SyIDnPzwLeeXc,Sex Talk,DJ Joe presenta: A Mover...,183600,2,6.728618199073425e+18,64.0,0.906,0.763,0.0,-6.322,1.0,0.398,0.147,0.0,0.107,0.58,139.961,audio_features,spotify:track:6hbg57wH6SyIDnPzwLeeXc,https://api.spotify.com/v1/tracks/6hbg57wH6SyIDnPzwLeeXc,https://api.spotify.com/v1/audio-analysis/6hbg57wH6SyIDnPzwLeeXc,131209.0,4.0,2.1868166666666666
55WoKo3ukAd2TJHXrYLl48,Goals,"Memounstro, Vol. 1",240800,1,7.010095504033843e+18,47.0,0.784,0.551,5.0,-9.457,0.0,0.0716,0.262,0.0,0.0752,0.62,133.952,audio_features,spotify:track:55WoKo3ukAd2TJHXrYLl48,https://api.spotify.com/v1/tracks/55WoKo3ukAd2TJHXrYLl48,https://api.spotify.com/v1/audio-analysis/55WoKo3ukAd2TJHXrYLl48,162482.0,4.0,2.7080333333333333
136bMUZ7ucIpy3cBFu8ikI,Руки вверх,Без тормозов,31600,1,6.763818102946793e+18,63.0,0.646,0.653,7.0,-7.275,0.0,0.141,0.285,0.0,0.337,0.226,149.987,audio_features,spotify:track:136bMUZ7ucIpy3cBFu8ikI,https://api.spotify.com/v1/tracks/136bMUZ7ucIpy3cBFu8ikI,https://api.spotify.com/v1/audio-analysis/136bMUZ7ucIpy3cBFu8ikI,186983.0,4.0,3.1163833333333333
7mHk9xv1aYsd0T3m9nolyk,Its Just a Burning Memory,Its Just a Burning Memory,111800,1,6.865114470595693e+18,49.0,0.506,0.964,4.0,-3.881,0.0,0.0398,0.00814,0.0159,0.304,0.696,122.785,audio_features,spotify:track:7mHk9xv1aYsd0T3m9nolyk,https://api.spotify.com/v1/tracks/7mHk9xv1aYsd0T3m9nolyk,https://api.spotify.com/v1/audio-analysis/7mHk9xv1aYsd0T3m9nolyk,202813.0,4.0,3.3802166666666666
0NDUuWBh1ykEGtIBtD9tAm,Lofi,Lofi,400800,2,6.733678171272514e+18,63.0,0.336,0.447,5.0,-11.923,0.0,0.0374,0.717,0.906,0.141,0.319,75.01,audio_features,spotify:track:0NDUuWBh1ykEGtIBtD9tAm,https://api.spotify.com/v1/tracks/0NDUuWBh1ykEGtIBtD9tAm,https://api.spotify.com/v1/audio-analysis/0NDUuWBh1ykEGtIBtD9tAm,118400.0,4.0,1.9733333333333334
4nushtVyhmJXKMiHWA0NLH,Insect,Insect,50100,1,6.763667347875039e+18,59.0,0.582,0.397,2.0,-10.582,0.0,0.0453,0.379,0.0,0.0759,0.531,170.031,audio_features,spotify:track:4nushtVyhmJXKMiHWA0NLH,https://api.spotify.com/v1/tracks/4nushtVyhmJXKMiHWA0NLH,https://api.spotify.com/v1/audio-analysis/4nushtVyhmJXKMiHWA0NLH,158346.0,4.0,2.6391
1tdltVUBkiBCW1C3yB4zyD,Yellow Submarine,While My Guitar Gently Weeps / Yellow Submarine (A Tribute to the Beatles),88100,1,6.735082571010427e+18,60.0,0.616,0.636,1.0,-7.055,1.0,0.0325,0.208,0.0,0.517,0.654,110.618,audio_features,spotify:track:1tdltVUBkiBCW1C3yB4zyD,https://api.spotify.com/v1/tracks/1tdltVUBkiBCW1C3yB4zyD,https://api.spotify.com/v1/audio-analysis/1tdltVUBkiBCW1C3yB4zyD,159160.0,4.0,2.6526666666666667
5jo9MUL8tQ9woLkwpWF8oc,2021,2021,295600,2,6.809093983893981e+18,49.0,0.887,0.667,7.0,-7.127,0.0,0.427,0.0286,0.0,0.102,0.271,139.97,audio_features,spotify:track:5jo9MUL8tQ9woLkwpWF8oc,https://api.spotify.com/v1/tracks/5jo9MUL8tQ9woLkwpWF8oc,https://api.spotify.com/v1/audio-analysis/5jo9MUL8tQ9woLkwpWF8oc,70687.0,4.0,1.1781166666666667
1rhHqx78kvlPD89InZ0Riy,"Suite from ""Interstellar""",A Night at the Movies,104800,2,6.803127727223212e+18,27.0,0.204,0.107,0.0,-22.012,1.0,0.0488,0.682,0.708,0.183,0.0329,121.286,audio_features,spotify:track:1rhHqx78kvlPD89InZ0Riy,https://api.spotify.com/v1/tracks/1rhHqx78kvlPD89InZ0Riy,https://api.spotify.com/v1/audio-analysis/1rhHqx78kvlPD89InZ0Riy,512120.0,1.0,8.535333333333334
5Rje3oqWWASd9xJq4GLejw,BARBERSHOP,Mind Of Legend,155500,2,6.680747662381156e+18,39.0,0.868,0.698,9.0,-6.488,1.0,0.0641,0.392,0.0012,0.0914,0.953,143.117,audio_features,spotify:track:5Rje3oqWWASd9xJq4GLejw,https://api.spotify.com/v1/tracks/5Rje3oqWWASd9xJq4GLejw,https://api.spotify.com/v1/audio-analysis/5Rje3oqWWASd9xJq4GLejw,352800.0,4.0,5.88
1QbOvACeYanja5pbnJbAmk,"Take Me Home, Country Roads","The John Denver Collection, Vol 1: Take Me Home Country Roads",8184,1,6.744442223464548e+18,75.0,0.38,0.43,9.0,-12.564,1.0,0.0288,0.546,1.71e-05,0.188,0.547,82.204,audio_features,spotify:track:1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/tracks/1QbOvACeYanja5pbnJbAmk,https://api.spotify.com/v1/audio-analysis/1QbOvACeYanja5pbnJbAmk,197813.0,4.0,3.296883333333333
2zyQext0Pw8Jx2HH1OtyQD,Safe & Sound,NCS: The Best of 2016,2300000,1,6.761358502221842e+18,0.0,0.473,0.305,7.0,-10.504,1.0,0.0277,0.883,6.95e-06,0.0614,0.307,144.314,audio_features,spotify:track:2zyQext0Pw8Jx2HH1OtyQD,https://api.spotify.com/v1/tracks/2zyQext0Pw8Jx2HH1OtyQD,https://api.spotify.com/v1/audio-analysis/2zyQext0Pw8Jx2HH1OtyQD,242280.0,4.0,4.038
7gMWTBRgB5CZdNDSuweCyr,Se Essa Bunda,Se Essa Bunda,238300,2,6.987628387569404e+18,79.0,0.946,0.595,1.0,-7.198,1.0,0.137,0.183,0.0,0.0363,0.835,120.009,audio_features,spotify:track:7gMWTBRgB5CZdNDSuweCyr,https://api.spotify.com/v1/tracks/7gMWTBRgB5CZdNDSuweCyr,https://api.spotify.com/v1/audio-analysis/7gMWTBRgB5CZdNDSuweCyr,249125.0,4.0,4.152083333333334
10Aebb38sIB5JqkHmYSMJ9,"The Whole ""Being Dead"" Thing, Pt. 2",Beetlejuice (Original Broadway Cast Recording),474200,1,5.000000001466051e+18,52.0,0.643,0.732,7.0,-5.608,0.0,0.18,0.149,0.0,0.412,0.902,147.537,audio_features,spotify:track:10Aebb38sIB5JqkHmYSMJ9,https://api.spotify.com/v1/tracks/10Aebb38sIB5JqkHmYSMJ9,https://api.spotify.com/v1/audio-analysis/10Aebb38sIB5JqkHmYSMJ9,100114.0,4.0,1.6685666666666668
55LMA1c3wpdKXFh4aLaHEr,Alarm Warning Sound Effects,Sound Effects - Sci-fi Fx,111600,1,6.879621389322553e+18,17.0,0.865,0.0804,4.0,-14.623,1.0,0.158,0.977,0.969,0.0815,0.0292,184.59,audio_features,spotify:track:55LMA1c3wpdKXFh4aLaHEr,https://api.spotify.com/v1/tracks/55LMA1c3wpdKXFh4aLaHEr,https://api.spotify.com/v1/audio-analysis/55LMA1c3wpdKXFh4aLaHEr,31962.0,4.0,0.5327
1ahCrpeTt94LL7y1aXw0Y8,+Linda,+Linda,324800,3,6.823328655461075e+18,83.0,0.891,0.751,2.0,-3.15,1.0,0.124,0.0685,0.000598,0.19,0.711,115.046,audio_features,spotify:track:1ahCrpeTt94LL7y1aXw0Y8,https://api.spotify.com/v1/tracks/1ahCrpeTt94LL7y1aXw0Y8,https://api.spotify.com/v1/audio-analysis/1ahCrpeTt94LL7y1aXw0Y8,144019.0,4.0,2.400316666666667
4SQxupnCXpSzkmcTkR7qZj,Me Dijeron Que No,Me Dijeron Que No,120400,1,7.013995712929073e+18,43.0,0.616,0.65,1.0,-7.341,0.0,0.212,0.296,4.63e-05,0.102,0.275,169.877,audio_features,spotify:track:4SQxupnCXpSzkmcTkR7qZj,https://api.spotify.com/v1/tracks/4SQxupnCXpSzkmcTkR7qZj,https://api.spotify.com/v1/audio-analysis/4SQxupnCXpSzkmcTkR7qZj,203294.0,4.0,3.3882333333333334
5HNGDpTuCJEc8PjOJRzZbV,I Wanna Be Loved By You,Marilyn Monroe Original Soundtracks,374100,1,6.763851609676974e+18,51.0,0.376,0.297,5.0,-13.283,1.0,0.0351,0.771,0.00113,0.0736,0.584,126.528,audio_features,spotify:track:5HNGDpTuCJEc8PjOJRzZbV,https://api.spotify.com/v1/tracks/5HNGDpTuCJEc8PjOJRzZbV,https://api.spotify.com/v1/audio-analysis/5HNGDpTuCJEc8PjOJRzZbV,180193.0,4.0,3.003216666666667
3lGMtkONrZdJ8kTCg6KIFf,Hasta la Raíz,Hasta la Raíz (Edición Especial),14800000,8,7.016612723496701e+18,74.0,0.585,0.643,3.0,-8.392,1.0,0.0395,0.201,0.000306,0.144,0.592,152.98,audio_features,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/tracks/3lGMtkONrZdJ8kTCg6KIFf,https://api.spotify.com/v1/audio-analysis/3lGMtkONrZdJ8kTCg6KIFf,221800.0,3.0,3.6966666666666668
4J0IwLtuHpDmWQ4y4bli5P,Royalty Free Jazz Music,Free Jazz For Anyone,470500,3,6.763798846934878e+18,22.0,0.821,0.612,9.0,-8.105,0.0,0.188,0.889,0.909,0.118,0.677,79.942,audio_features,spotify:track:4J0IwLtuHpDmWQ4y4bli5P,https://api.spotify.com/v1/tracks/4J0IwLtuHpDmWQ4y4bli5P,https://api.spotify.com/v1/audio-analysis/4J0IwLtuHpDmWQ4y4bli5P,84808.0,4.0,1.4134666666666666
5khgY2Gr3BTEYgifRhkMUb,Eso Tilin,Eso Tilin,65300,1,7.006007348409993e+18,45.0,0.676,0.831,8.0,-2.71,1.0,0.236,0.102,0.0,0.297,0.753,85.004,audio_features,spotify:track:5khgY2Gr3BTEYgifRhkMUb,https://api.spotify.com/v1/tracks/5khgY2Gr3BTEYgifRhkMUb,https://api.spotify.com/v1/audio-analysis/5khgY2Gr3BTEYgifRhkMUb,187765.0,4.0,3.1294166666666667
5CcvwEDZjiGDQl0R7zcePg,In the Arms of an Angel,"Pink Lady Mode, Vol. 2",69200,1,6.733553452690983e+18,41.0,0.587,0.0147,1.0,-26.77,1.0,0.0423,0.878,1.49e-06,0.0878,0.128,116.096,audio_features,spotify:track:5CcvwEDZjiGDQl0R7zcePg,https://api.spotify.com/v1/tracks/5CcvwEDZjiGDQl0R7zcePg,https://api.spotify.com/v1/audio-analysis/5CcvwEDZjiGDQl0R7zcePg,274027.0,3.0,4.567116666666666
0Pw7VJeEO0UHsruThriJDa,Ahi Va Luisaito,Ahi Va Luisaito,1300000,1,7.008155387635469e+18,63.0,0.821,0.756,2.0,-8.657,1.0,0.272,0.626,0.0,0.123,0.787,101.968,audio_features,spotify:track:0Pw7VJeEO0UHsruThriJDa,https://api.spotify.com/v1/tracks/0Pw7VJeEO0UHsruThriJDa,https://api.spotify.com/v1/audio-analysis/0Pw7VJeEO0UHsruThriJDa,219712.0,4.0,3.6618666666666666
3ILnOG0UZAtf2AtxiJ3vzT,Cavalleria Rusticana: Intermezzo Sinfonico,The Top-Selling Classical Music Artist of All Time,1000000,2,6.79976218013783e+18,48.0,0.087,0.299,5.0,-13.295,1.0,0.0392,0.895,0.88,0.271,0.0364,68.83,audio_features,spotify:track:3ILnOG0UZAtf2AtxiJ3vzT,https://api.spotify.com/v1/tracks/3ILnOG0UZAtf2AtxiJ3vzT,https://api.spotify.com/v1/audio-analysis/3ILnOG0UZAtf2AtxiJ3vzT,207093.0,5.0,3.45155
5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Phoenix (Deluxe Edition),5400000,1,6.603633052058913e+18,69.0,0.475,0.846,10.0,-3.344,1.0,0.283,0.275,0.0,0.0824,0.451,96.036,audio_features,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,https://api.spotify.com/v1/tracks/5Fla3zyOCcIRqrDoKLU0DP,https://api.spotify.com/v1/audio-analysis/5Fla3zyOCcIRqrDoKLU0DP,191120.0,4.0,3.1853333333333333
6QWXtkrLqztUSo4V5hVOHY,Cry Me a River - 20s Music,"20s, 30s, 40s & 50s Music - Greatest Classics, Hits & Love Songs from the Twenties, Thirties, Forties & Fifties",520200,2,6.827559358570695e+18,2.0,0.637,0.144,2.0,-12.742,1.0,0.0389,0.956,0.806,0.108,0.386,85.052,audio_features,spotify:track:6QWXtkrLqztUSo4V5hVOHY,https://api.spotify.com/v1/tracks/6QWXtkrLqztUSo4V5hVOHY,https://api.spotify.com/v1/audio-analysis/6QWXtkrLqztUSo4V5hVOHY,256534.0,4.0,4.275566666666666
6nijGDWDo7AwlNcINulBKs,Soninho,Carinho É Bom,42200000,1,6.764882828627806e+18,32.0,0.604,0.362,11.0,-16.05,1.0,0.0467,0.874,0.976,0.611,0.789,105.957,audio_features,spotify:track:6nijGDWDo7AwlNcINulBKs,https://api.spotify.com/v1/tracks/6nijGDWDo7AwlNcINulBKs,https://api.spotify.com/v1/audio-analysis/6nijGDWDo7AwlNcINulBKs,63960.0,4.0,1.066
7ytR5pFWmSjzHJIeQkgog4,Rockstar,My Life,190400,2,6.876126035566397e+18,85.0,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.977,audio_features,spotify:track:7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/tracks/7ytR5pFWmSjzHJIeQkgog4,https://api.spotify.com/v1/audio-analysis/7ytR5pFWmSjzHJIeQkgog4,181733.0,4.0,3.0288833333333334
40xXzsDLKeUzzv42NYZFHk,Infinidad,Infinidad,8800000,1,6.953323169297992e+18,24.0,0.706,0.789,5.0,-8.114,1.0,0.043,0.00768,0.863,0.0854,0.39,122.013,audio_features,spotify:track:40xXzsDLKeUzzv42NYZFHk,https://api.spotify.com/v1/tracks/40xXzsDLKeUzzv42NYZFHk,https://api.spotify.com/v1/audio-analysis/40xXzsDLKeUzzv42NYZFHk,528059.0,4.0,8.800983333333333
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digga,Gold Digga,69400,1,6.884177853940829e+18,78.0,0.629,0.696,1.0,-5.572,0.0,0.348,0.0195,0.0,0.0554,0.623,93.034,audio_features,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,https://api.spotify.com/v1/audio-analysis/1PS1QMdUqOal0ai3Gt7sDQ,207627.0,4.0,3.46045
4GDT0Xoh8TgzA7TTzAS6ix,Okinawa Pier,V.A. HOW MANY BEATZ 2,5900000,2,6.740862782494738e+18,20.0,0.806,0.606,4.0,-6.656,0.0,0.114,0.319,0.923,0.153,0.78,88.012,audio_features,spotify:track:4GDT0Xoh8TgzA7TTzAS6ix,https://api.spotify.com/v1/tracks/4GDT0Xoh8TgzA7TTzAS6ix,https://api.spotify.com/v1/audio-analysis/4GDT0Xoh8TgzA7TTzAS6ix,131100.0,4.0,2.185
3j5WMeDYQzUGI44WekhBnM,Astaghfirullah (Robbal Baroya),"Qasidah, Vol. 1",481000,2,6.770433857742178e+18,35.0,0.253,0.248,3.0,-10.843,1.0,0.0311,0.883,0.0,0.179,0.302,72.62,audio_features,spotify:track:3j5WMeDYQzUGI44WekhBnM,https://api.spotify.com/v1/tracks/3j5WMeDYQzUGI44WekhBnM,https://api.spotify.com/v1/audio-analysis/3j5WMeDYQzUGI44WekhBnM,201453.0,4.0,3.35755
4IloogSsqMLMjXnpTDmRkg,Panaginip Lang,Panaginip Lang,145500,1,2.267543211102208e+17,47.0,0.617,0.718,1.0,-5.705,1.0,0.0519,0.175,2.68e-05,0.112,0.618,94.868,audio_features,spotify:track:4IloogSsqMLMjXnpTDmRkg,https://api.spotify.com/v1/tracks/4IloogSsqMLMjXnpTDmRkg,https://api.spotify.com/v1/audio-analysis/4IloogSsqMLMjXnpTDmRkg,226400.0,4.0,3.7733333333333334
6CZn4tHkxiXFuwZ5AiVarn,Drift Phonk тачки,Legendarny Phonk,315700,1,6.920963872018942e+18,44.0,0.745,0.364,2.0,-8.389,1.0,0.08,0.000339,0.877,0.104,0.182,92.99,audio_features,spotify:track:6CZn4tHkxiXFuwZ5AiVarn,https://api.spotify.com/v1/tracks/6CZn4tHkxiXFuwZ5AiVarn,https://api.spotify.com/v1/audio-analysis/6CZn4tHkxiXFuwZ5AiVarn,104394.0,4.0,1.7399
5TMFaIlLchWsC1K4hYMIrR,Don't Stop! (Airplay Edit),Don't Stop!,748100,2,6.731110245659052e+18,37.0,0.709,0.94,10.0,-5.615,1.0,0.0347,0.141,0.788,0.287,0.578,134.211,audio_features,spotify:track:5TMFaIlLchWsC1K4hYMIrR,https://api.spotify.com/v1/tracks/5TMFaIlLchWsC1K4hYMIrR,https://api.spotify.com/v1/audio-analysis/5TMFaIlLchWsC1K4hYMIrR,227253.0,4.0,3.78755
3W9YcCOxKfa2Le7bM8dyou,Que reste-t-il de nos amours ? (Remasterisé en 2017),1943 - 1948 (Remasterisé en 2017),356900,2,6.704943508718881e+18,21.0,0.435,0.404,0.0,-9.762,1.0,0.0412,0.985,8.38e-06,0.112,0.416,107.289,audio_features,spotify:track:3W9YcCOxKfa2Le7bM8dyou,https://api.spotify.com/v1/tracks/3W9YcCOxKfa2Le7bM8dyou,https://api.spotify.com/v1/audio-analysis/3W9YcCOxKfa2Le7bM8dyou,193427.0,1.0,3.2237833333333334
2Fxmhks0bxGSBdJ92vM42m,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",280300,1,5.000000001466957e+18,86.0,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088.0,4.0,3.2348
3Fub1fZyJJuyKIET5JLLsN,Making It,The Antidote,166600,1,6.909104866309474e+18,35.0,0.637,0.484,5.0,-14.623,1.0,0.0484,0.023,0.193,0.277,0.815,144.05,audio_features,spotify:track:3Fub1fZyJJuyKIET5JLLsN,https://api.spotify.com/v1/tracks/3Fub1fZyJJuyKIET5JLLsN,https://api.spotify.com/v1/audio-analysis/3Fub1fZyJJuyKIET5JLLsN,64000.0,4.0,1.0666666666666667
3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,Can't Get You out of My Head,444000,1,5.000000000697279e+18,75.0,0.766,0.563,9.0,-7.516,0.0,0.0339,0.0263,0.683,0.115,0.964,126.007,audio_features,spotify:track:3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/tracks/3E7ZwUMJFqpsDOJzEkBrQ7,https://api.spotify.com/v1/audio-analysis/3E7ZwUMJFqpsDOJzEkBrQ7,230640.0,4.0,3.844
2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,#willpower,1100000,3,6.790815445604633e+18,78.0,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,audio_features,spotify:track:2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/tracks/2iJuuzV8P9Yz0VSurttIV5,https://api.spotify.com/v1/audio-analysis/2iJuuzV8P9Yz0VSurttIV5,283400.0,4.0,4.723333333333334
06CUyVD4i6YQ8X9dXC7mI6,Soundtrack for Your Backseat,Superstar Baby,21400,1,6.956514404432038e+18,62.0,0.605,0.666,10.0,-8.736,0.0,0.0272,0.176,0.358,0.143,0.55,76.003,audio_features,spotify:track:06CUyVD4i6YQ8X9dXC7mI6,https://api.spotify.com/v1/tracks/06CUyVD4i6YQ8X9dXC7mI6,https://api.spotify.com/v1/audio-analysis/06CUyVD4i6YQ8X9dXC7mI6,162434.0,4.0,2.7072333333333334
2StWP98onMzDRi9OrgsMs1,同担☆拒否 (feat. かぴ),告白実行委員会 -FLYING SONGS- 愛してる,1100000,1,6.943942925189384e+18,1.0,0.388,0.857,5.0,-7.141,1.0,0.125,0.00685,0.568,0.615,0.48,160.035,audio_features,spotify:track:2StWP98onMzDRi9OrgsMs1,https://api.spotify.com/v1/tracks/2StWP98onMzDRi9OrgsMs1,https://api.spotify.com/v1/audio-analysis/2StWP98onMzDRi9OrgsMs1,248565.0,4.0,4.14275
0jI7t8dSBRQU8EOlicWTmL,that friend,that friend,325500,1,6.972108543663835e+18,62.0,0.685,0.226,6.0,-16.423,1.0,0.371,0.552,0.0,0.235,0.361,116.815,audio_features,spotify:track:0jI7t8dSBRQU8EOlicWTmL,https://api.spotify.com/v1/tracks/0jI7t8dSBRQU8EOlicWTmL,https://api.spotify.com/v1/audio-analysis/0jI7t8dSBRQU8EOlicWTmL,180904.0,4.0,3.015066666666667
0sc9vKmDRpFI2zFttvIISs,Lamok,Lamok,502800,1,7.011336173331155e+18,38.0,0.778,0.539,7.0,-11.049,1.0,0.121,0.138,0.086,0.0877,0.904,169.947,audio_features,spotify:track:0sc9vKmDRpFI2zFttvIISs,https://api.spotify.com/v1/tracks/0sc9vKmDRpFI2zFttvIISs,https://api.spotify.com/v1/audio-analysis/0sc9vKmDRpFI2zFttvIISs,116000.0,4.0,1.9333333333333333
1PSBzsahR2AKwLJgx8ehBj,Bad Things,Cults,50300,1,6.701931490369882e+18,72.0,0.697,0.691,2.0,-4.757,1.0,0.146,0.214,0.0,0.185,0.305,137.853,audio_features,spotify:track:1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,239293.0,4.0,3.9882166666666667
4pi7qRGw2DDKAJMGHGcZ2O,"deathwish (feat. nothing,nowhere.)","deathwish (feat. nothing,nowhere.)",271900,3,6.948931957753383e+18,65.0,0.758,0.779,8.0,-4.405,1.0,0.038,0.000717,0.0,0.109,0.588,124.987,audio_features,spotify:track:4pi7qRGw2DDKAJMGHGcZ2O,https://api.spotify.com/v1/tracks/4pi7qRGw2DDKAJMGHGcZ2O,https://api.spotify.com/v1/audio-analysis/4pi7qRGw2DDKAJMGHGcZ2O,147908.0,4.0,2.465133333333333
5hg3kRV6e7mALY63QF0blc,October & April (Loaded Gun Remix),October & April,56700,1,6.735295609286167e+18,11.0,0.604,0.737,2.0,-7.255,0.0,0.0254,0.0136,0.00464,0.154,0.632,77.093,audio_features,spotify:track:5hg3kRV6e7mALY63QF0blc,https://api.spotify.com/v1/tracks/5hg3kRV6e7mALY63QF0blc,https://api.spotify.com/v1/audio-analysis/5hg3kRV6e7mALY63QF0blc,212947.0,4.0,3.5491166666666665
3LFdvM7nIV8t02zyhYLvJo,Pamela,Totoy Bibbo,48900,1,2.348172883766354e+17,54.0,0.583,0.414,5.0,-16.409,1.0,0.0289,0.13,0.000616,0.064,0.532,97.542,audio_features,spotify:track:3LFdvM7nIV8t02zyhYLvJo,https://api.spotify.com/v1/tracks/3LFdvM7nIV8t02zyhYLvJo,https://api.spotify.com/v1/audio-analysis/3LFdvM7nIV8t02zyhYLvJo,309533.0,4.0,5.158883333333334
3mkz6eI4Sram8UhO3teU76,Angels,Harmony,856000,2,6.896128495684946e+18,73.0,0.554,0.8,8.0,-3.936,1.0,0.0395,0.119,0.0,0.629,0.463,115.056,audio_features,spotify:track:3mkz6eI4Sram8UhO3teU76,https://api.spotify.com/v1/tracks/3mkz6eI4Sram8UhO3teU76,https://api.spotify.com/v1/audio-analysis/3mkz6eI4Sram8UhO3teU76,160120.0,4.0,2.6686666666666667
0pOIB91kSlutUX2S8LNT35,Chica Ideal,Chica Ideal,76900,2,6.883367198488791e+18,0.0,0.574,0.891,0.0,-3.665,0.0,0.157,0.0847,0.0,0.16,0.707,100.978,audio_features,spotify:track:0pOIB91kSlutUX2S8LNT35,https://api.spotify.com/v1/tracks/0pOIB91kSlutUX2S8LNT35,https://api.spotify.com/v1/audio-analysis/0pOIB91kSlutUX2S8LNT35,183240.0,4.0,3.054
5XGxHmbFL68czWUrNC5Ref,As Tcheca (feat. MC Theuzyn),Julho 2021,53700,2,7.012430069339524e+18,61.0,0.897,0.638,5.0,-6.861,0.0,0.059,0.212,0.183,0.0787,0.776,120.031,audio_features,spotify:track:5XGxHmbFL68czWUrNC5Ref,https://api.spotify.com/v1/tracks/5XGxHmbFL68czWUrNC5Ref,https://api.spotify.com/v1/audio-analysis/5XGxHmbFL68czWUrNC5Ref,145142.0,4.0,2.419033333333333
55My09hfdVxxJbGIvjMrNV,Тили тили бом,Flashback,52600,1,6.830442001998023e+18,38.0,0.375,0.0654,4.0,-18.222,1.0,0.0397,0.983,0.014,0.11,0.0735,144.294,audio_features,spotify:track:55My09hfdVxxJbGIvjMrNV,https://api.spotify.com/v1/tracks/55My09hfdVxxJbGIvjMrNV,https://api.spotify.com/v1/audio-analysis/55My09hfdVxxJbGIvjMrNV,123287.0,4.0,2.0547833333333334
6MowG7MRVgPfGlCMsXKMJ2,Bird Set Free,Bird Set Free,44300,1,6.835406414546995e+18,65.0,0.438,0.805,5.0,-4.284,0.0,0.0728,0.0115,0.000667,0.133,0.31,150.174,audio_features,spotify:track:6MowG7MRVgPfGlCMsXKMJ2,https://api.spotify.com/v1/tracks/6MowG7MRVgPfGlCMsXKMJ2,https://api.spotify.com/v1/audio-analysis/6MowG7MRVgPfGlCMsXKMJ2,252440.0,4.0,4.207333333333334
7uF1nTuJRGUlZzODPcmPva,On the Fire,Between Now and Yesterday,54300,2,6.873669984921324e+18,60.0,0.214,0.703,7.0,-9.558,1.0,0.0487,0.00141,0.928,0.0572,0.0786,101.921,audio_features,spotify:track:7uF1nTuJRGUlZzODPcmPva,https://api.spotify.com/v1/tracks/7uF1nTuJRGUlZzODPcmPva,https://api.spotify.com/v1/audio-analysis/7uF1nTuJRGUlZzODPcmPva,274133.0,3.0,4.568883333333333
5sDx7tlKik6y6k2wfCnrxL,Super Mario Bros. Theme,Super Mario Bros. Theme,124600,17,6.794761555419335e+18,43.0,0.277,0.281,0.0,-14.339,1.0,0.0433,0.908,0.703,0.0948,0.297,167.51,audio_features,spotify:track:5sDx7tlKik6y6k2wfCnrxL,https://api.spotify.com/v1/tracks/5sDx7tlKik6y6k2wfCnrxL,https://api.spotify.com/v1/audio-analysis/5sDx7tlKik6y6k2wfCnrxL,252095.0,4.0,4.201583333333334
5OUOVN3xDF1qt3ZppKbmKl,Ich hab garnichts gemacht - Remix,Ich hab garnichts gemacht - Remix,68400,1,6.922429305070815e+18,47.0,0.862,0.662,1.0,-6.544,1.0,0.162,0.075,0.00279,0.0744,0.828,103.014,audio_features,spotify:track:5OUOVN3xDF1qt3ZppKbmKl,https://api.spotify.com/v1/tracks/5OUOVN3xDF1qt3ZppKbmKl,https://api.spotify.com/v1/audio-analysis/5OUOVN3xDF1qt3ZppKbmKl,113010.0,4.0,1.8835
55rn9bs7vZBsEK4Y4URraH,Dance with Me,You (Are) Mean a Lot to Me,331900,2,6.83239706070511e+18,73.0,0.593,0.275,6.0,-15.25,0.0,0.0638,0.816,0.0115,0.108,0.363,114.82,audio_features,spotify:track:55rn9bs7vZBsEK4Y4URraH,https://api.spotify.com/v1/tracks/55rn9bs7vZBsEK4Y4URraH,https://api.spotify.com/v1/audio-analysis/55rn9bs7vZBsEK4Y4URraH,87411.0,4.0,1.45685
